14, 0-3#墩左幅, 2,0,桥墩墩身, 左幅,4,-4444.69,-5258.43,-42000,-20554.7,1748.83,-42000,-19725.45,2805.79,-42000,-3615.45,-4201.47,-42000,-4444.69,-5258.43,1281.13,-20554.7,1748.83,932.23,-19725.45,2805.79,934.93,-3615.45,-4201.47,1283.83
14, 0-3#墩左幅, 3,0,桥墩承台, 左幅,4,-4444.69,-5258.43,-42600,-20554.7,1748.83,-42600,-19725.45,2805.79,-42600,-3615.45,-4201.47,-42600,-4444.69,-5258.43,-42000,-20554.7,1748.83,-42000,-19725.45,2805.79,-42000,-3615.45,-4201.47,-42000
15, 0-3#墩右幅, 0,0,桥墩墩帽, 右幅,4,12075.52,-12552.88,1300.19,-4037.61,-5544.55,1631.46,-3078.04,-4326.17,1634.49,13032.17,-11333.53,1303.27,12075.52,-12552.88,1650.19,-4037.61,-5544.55,1981.46,-3078.04,-4326.17,1984.49,13032.17,-11333.53,1653.27
15, 0-3#墩右幅, 1,0,桥墩墩帽, 右幅,4,12139.14,-12471.79,950.39,-3973.64,-5463.32,1281.67,-3141.62,-4407.57,1284.28,12968.38,-11414.83,953.06,12139.14,-12471.79,1300.39,-3973.64,-5463.32,1631.67,-3141.62,-4407.57,1634.28,12968.38,-11414.83,1303.06
15, 0-3#墩右幅, 2,0,桥墩墩身, 右幅,4,12139.14,-12471.79,-42000,-3973.64,-5463.32,-42000,-3141.62,-4407.57,-42000,12968.38,-11414.83,-42000,12139.14,-12471.79,950.39,-3973.64,-5463.32,1281.67,-3141.62,-4407.57,1284.28,12968.38,-11414.83,953.06
15, 0-3#墩右辐, 3,0,桥墩承台, 右辐,4,12139.14,-12471.79,-42600,-3973.64,-5463.32,-42600,-3141.62,-4407.57,-42600,12968.38,-11414.83,-42600,12139.14,-12471.79,-42000,-3973.64,-5463.32,-42000,-3141.62,-4407.57,-42000,12968.38,-11414.83,-42000
16, 1-3#墩右幅, 0,1,桥墩墩帽, 右幅,4,21787.73,-16777.4,1099.58,12095.51,-12561.57,1299.78,12765.29,-11707.88,1301.93,22457.37,-15923.87,1097.4,21787.73,-16777.4,1449.58,12095.51,-12561.57,1649.78,12765.29,-11707.88,1651.93,22457.37,-15923.87,1447.4
16, 1-3#墩右幅, 1,1,桥墩墩帽, 右幅,4,22010.98,-16492.83,748.85,12318.77,-12277.01,950.49,12765.29,-11707.88,951.93,22457.37,-15923.87,747.4,21787.73,-16777.4,1099.58,12095.51,-12561.57,1299.78,12765.29,-11707.88,1301.93,22457.37,-15923.87,1097.4
16, 1-3#墩右幅, 2,1,桥墩墩身, 右幅,4,22010.98,-16492.83,-42000,12318.77,-12277.01,-42000,12765.29,-11707.88,-42000,22457.37,-15923.87,-42000,22010.98,-16492.83,748.85,12318.77,-12277.01,950.49,12765.29,-11707.88,951.93,22457.37,-15923.87,747.4
16, 1-3#墩右幅, 3,1,桥墩承台, 右幅,4,21787.73,-16777.4,-43500,12095.51,-12561.57,-43500,12765.29,-11707.88,-43500,22457.37,-15923.87,-43500,21787.73,-16777.4,-42000,12095.51,-12561.57,-42000,12765.29,-11707.88,-42000,22457.37,-15923.87,-42000
0,   ******** ,6,1, 预制梁板(预制), 左幅,8,-23822.32,-6990.47,2370.79,-25907.08,-6083.67,2325.64,-19626.63,1923.12,2346.11,-17541.86,1016.33,2391.26,-23822.32,-6990.47,1870.79,-25907.08,-6083.67,1825.64,-19626.63,1923.12,1846.11,-17541.86,1016.33,1891.26
1,   ******** ,1,1, 预制梁板(预制), 左幅,8,-10388.08,-12833.87,2661.74,-12521.93,-11905.73,2615.53,-6241.48,-3898.93,2635.99,-4106.62,-4827.52,2682.23,-10388.08,-12833.87,2161.74,-12521.93,-11905.73,2115.53,-6241.48,-3898.93,2135.99,-4106.62,-4827.52,2182.23
